ID,Rating,Tomatometer,Weighted_Score,Audience_Score,Awards,Nominations
5653,PG-13,45,54,74,NULL,NULL
5680,PG-13,56,58,65,NULL,NULL
5683,PG,87,84,79,NULL,NULL
5689,R,12,25,53,NULL,NULL
5693,PG,91,90,88,NULL,NULL
5708,R,71,53,20,NULL,NULL
5718,PG-13,63,63,64,NULL,NULL
5723,R,97,94,91,NULL,NULL
5765,R,17,24,39,NULL,NULL
5820,PG-13,35,37,41,NULL,NULL
5825,PG-13,70,75,86,NULL,NULL
5851,PG-13,25,24,25,NULL,NULL
5852,R,32,36,46,NULL,NULL
5857,R,9,14,26,NULL,NULL
5876,R,72,69,65,NULL,NULL
5894,R,43,54,76,NULL,NULL
5902,PG,61,69,86,NULL,NULL
5915,R,83,85,89,NULL,NULL
5955,R,78,71,59,NULL,NULL
5966,PG-13,27,33,47,NULL,NULL
5968,PG-13,32,34,38,1,1
5994,PG-13,53,57,67,NULL,NULL
6020,R,12,26,54,NULL,NULL
6023,PG-13,25,43,80,NULL,NULL
6038,PG-13,65,61,54,NULL,NULL
6068,PG-13,37,36,36,NULL,NULL
6069,R,66,64,62,NULL,NULL
6071,R,68,57,38,NULL,NULL
6072,R,30,42,68,NULL,NULL
6073,R,54,50,44,NULL,NULL
6075,R,33,38,50,NULL,NULL
6106,R,90,88,85,NULL,NULL
6114,R,78,78,79,NULL,NULL
6116,PG,35,38,45,NULL,NULL
6145,R,72,72,73,NULL,NULL
6171,,40,39,37,NULL,NULL
6278,PG-13,42,44,49,NULL,NULL
6279,PG,18,32,61,NULL,NULL
6280,PG-13,39,33,22,NULL,NULL
6282,PG-13,23,39,71,NULL,NULL
6283,PG,44,45,49,NULL,NULL
6341,R,78,69,52,NULL,NULL
6346,,33,28,19,NULL,NULL
6393,R,33,39,53,NULL,NULL
6415,R,94,88,77,NULL,NULL
6435,PG-13,23,39,73,NULL,NULL
6439,PG,35,37,42,NULL,NULL
6440,R,54,56,61,NULL,NULL
6466,R,42,44,50,NULL,NULL
6471,R,83,83,84,NULL,NULL
6472,PG-13,56,53,48,NULL,NULL
6477,PG,15,27,51,NULL,NULL
6478,PG-13,42,49,64,NULL,NULL
6479,PG-13,68,68,68,NULL,NULL
6488,PG-13,93,80,54,NULL,NULL
6499,PG,15,23,40,NULL,NULL
6519,R,20,29,47,NULL,NULL
6520,PG-13,43,46,54,NULL,NULL
6521,R,76,75,73,NULL,NULL
6522,R,67,62,54,NULL,NULL
6538,R,82,79,73,NULL,NULL
6552,R,15,29,58,NULL,NULL
6557,PG-13,41,46,57,NULL,NULL
6575,R,74,68,57,NULL,NULL
6578,PG-13,15,16,18,NULL,NULL
6589,PG,15,24,42,NULL,NULL
6615,PG-13,81,82,84,NULL,NULL
6637,PG,36,46,67,NULL,NULL
6639,R,27,33,45,NULL,NULL
6687,R,91,82,65,NULL,NULL
6723,G,84,79,70,NULL,NULL
6795,PG,76,67,51,NULL,NULL
6877,PG-13,23,32,52,NULL,NULL
6917,PG-13,55,51,45,NULL,NULL
6950,R,59,57,56,NULL,NULL
6951,PG,50,50,51,NULL,NULL
6957,R,85,84,84,NULL,NULL
6961,PG-13,11,29,67,NULL,NULL
6963,R,59,57,56,NULL,NULL
6964,PG-13,72,71,69,NULL,NULL
6972,PG-13,54,57,65,NULL,NULL
6973,R,74,75,77,NULL,NULL
6977,R,93,90,86,4,8
6978,PG-13,74,76,82,NULL,NULL
7007,R,33,35,40,NULL,NULL
7010,R,67,70,76,NULL,NULL
7090,,46,48,54,NULL,NULL
7091,R,63,60,54,NULL,NULL
7131,PG-13,24,35,57,NULL,NULL
7183,R,10,23,51,NULL,NULL
7191,PG-13,78,74,68,NULL,NULL
7211,PG-13,65,66,69,NULL,NULL
7214,PG-13,64,71,85,NULL,NULL
7220,R,29,40,63,NULL,NULL
7227,PG,40,37,32,NULL,NULL
7233,PG,14,22,38,NULL,NULL
7270,PG-13,82,79,74,NULL,NULL
7278,PG-13,2,9,25,NULL,NULL
7280,,27,30,38,NULL,NULL
7288,PG-13,35,36,40,NULL,NULL
7299,R,40,53,81,NULL,NULL
7303,PG-13,38,40,44,NULL,NULL
7304,R,41,53,79,NULL,NULL
7305,,88,79,63,NULL,NULL
7326,PG-13,94,92,88,1,4
7341,R,23,26,33,NULL,NULL
7345,R,91,89,86,2,8
7350,PG-13,41,53,77,NULL,NULL
7351,PG-13,96,95,93,NULL,NULL
7364,PG-13,38,43,53,NULL,NULL
7442,R,22,34,60,NULL,NULL
7443,G,97,86,65,NULL,NULL
7445,,43,48,58,NULL,NULL
7446,R,82,78,71,NULL,NULL
7450,PG,50,53,61,NULL,NULL
7451,PG-13,45,42,37,NULL,NULL
7452,R,86,86,88,NULL,NULL
7453,PG,60,61,65,NULL,NULL
7459,PG,41,47,60,NULL,NULL
7461,PG-13,34,41,57,NULL,NULL
7484,PG,49,51,57,NULL,NULL
7485,R,48,58,80,NULL,NULL
7501,R,21,31,51,NULL,NULL
7510,R,31,39,56,NULL,NULL
7512,R,71,67,60,NULL,NULL
7516,R,44,36,22,NULL,NULL
7518,PG,75,73,71,NULL,NULL
7520,,67,59,45,NULL,NULL
7552,PG-13,29,35,49,NULL,NULL
7553,,71,69,67,NULL,NULL
7555,R,37,47,69,NULL,NULL
7737,R,24,35,58,NULL,NULL
7797,R,33,36,44,NULL,NULL
7840,PG-13,9,18,37,NULL,NULL
7859,R,91,88,82,NULL,NULL
7863,R,50,62,89,NULL,NULL
7870,R,52,52,53,NULL,NULL
7873,R,48,50,55,NULL,NULL
7874,R,66,67,69,NULL,NULL
7942,PG-13,46,52,64,NULL,NULL
7972,R,88,82,71,NULL,NULL
7979,PG-13,65,71,84,NULL,NULL
7980,PG-13,31,38,52,NULL,NULL
7984,R,94,94,95,NULL,NULL
7985,PG,53,59,73,NULL,NULL
8005,PG-13,41,54,81,NULL,NULL
8009,R,71,73,79,NULL,NULL
8011,PG-13,5,12,28,NULL,NULL
8012,R,88,82,70,NULL,NULL
8046,R,6,8,13,NULL,NULL
8051,R,79,78,77,NULL,NULL
8052,R,82,82,83,NULL,NULL
8053,R,85,83,81,NULL,NULL
8054,PG-13,64,62,60,NULL,NULL
8055,R,63,68,79,1,5
8060,PG-13,54,48,36,NULL,NULL
8065,PG-13,36,46,66,NULL,NULL
8066,,24,24,26,NULL,NULL
8068,R,67,71,79,NULL,NULL
8077,R,98,96,94,1,2
8078,R,53,48,39,NULL,NULL
8080,R,18,24,38,NULL,NULL
8090,R,16,28,52,NULL,NULL
8130,PG-13,84,76,62,NULL,NULL
8141,R,78,71,59,NULL,NULL
8193,PG,72,72,74,NULL,NULL
8195,R,70,73,80,NULL,NULL
8197,R,50,54,65,NULL,NULL
8198,R,87,82,72,NULL,NULL
8202,,50,45,36,NULL,NULL
8204,PG,81,75,63,NULL,NULL
8224,R,23,32,52,NULL,NULL
8247,PG-13,15,24,44,NULL,NULL
8270,R,87,82,74,NULL,NULL
8271,PG-13,69,71,77,NULL,NULL
8273,R,53,56,63,NULL,NULL
8285,,67,66,65,NULL,NULL
8291,R,34,50,83,NULL,NULL
8292,R,52,61,80,NULL,NULL
8293,PG,94,89,81,3,9
8316,PG-13,49,49,49,NULL,NULL
8321,R,84,85,87,NULL,NULL
8326,PG,78,77,76,NULL,NULL
8328,PG-13,28,44,76,NULL,NULL
8337,,58,60,66,NULL,NULL
8338,R,44,45,47,NULL,NULL
8343,,50,48,45,NULL,NULL
8346,PG-13,27,35,53,NULL,NULL
8355,PG,46,51,63,NULL,NULL
8358,PG-13,89,87,84,NULL,NULL
8359,G,80,76,69,NULL,NULL
8363,R,88,87,87,NULL,NULL
8367,PG-13,51,58,72,NULL,NULL
8373,PG-13,20,32,57,NULL,NULL
8374,R,23,34,58,NULL,NULL
8386,R,26,43,79,NULL,NULL
8388,PG,45,52,67,NULL,NULL
8393,PG,50,56,70,NULL,NULL
8398,R,19,30,52,NULL,NULL
8408,R,11,10,9,NULL,NULL
8409,R,11,27,62,NULL,NULL
8413,R,32,41,61,NULL,NULL
8427,PG-13,15,21,33,NULL,NULL
8438,R,54,62,79,NULL,NULL
8452,PG-13,40,37,33,NULL,NULL
8456,PG-13,21,25,34,NULL,NULL
8457,PG-13,26,32,44,NULL,NULL
8461,R,51,52,54,NULL,NULL
8467,PG-13,30,31,35,NULL,NULL
8469,R,91,90,89,NULL,NULL
8470,PG-13,25,42,78,NULL,NULL
8487,PG-13,16,20,28,NULL,NULL
8488,PG-13,69,66,62,NULL,NULL
8489,R,68,67,65,NULL,NULL
8491,PG,10,20,41,NULL,NULL
8494,PG,10,20,41,NULL,NULL
8512,R,92,84,70,NULL,NULL
8536,PG,83,80,76,NULL,NULL
8584,PG-13,80,75,65,NULL,NULL
8587,PG,52,64,88,NULL,NULL
8592,PG,61,58,53,3,7
8618,R,65,66,70,NULL,NULL
8619,PG-13,85,83,80,2,10
8643,PG-13,44,49,60,NULL,NULL
8645,R,18,20,24,NULL,NULL
8649,R,73,72,70,NULL,NULL
8656,PG-13,45,44,43,NULL,NULL
8665,PG-13,60,57,52,NULL,NULL
8669,R,58,62,71,NULL,NULL
8675,NC-17,48,54,66,NULL,NULL
8676,PG-13,11,23,48,NULL,NULL
8681,PG-13,59,67,85,NULL,NULL
8688,PG-13,35,48,74,NULL,NULL
8696,,100,83,50,NULL,NULL
8698,PG-13,17,26,44,NULL,NULL
8699,PG-13,66,72,86,NULL,NULL
8738,PG,52,54,60,NULL,NULL
8741,R,80,80,80,NULL,NULL
8747,PG-13,85,84,84,NULL,NULL
8764,PG,76,77,80,NULL,NULL
8766,R,24,28,36,NULL,NULL
8769,R,89,83,71,NULL,NULL
8780,PG-13,63,60,55,NULL,NULL
8810,R,95,92,86,NULL,NULL
8814,R,18,23,34,NULL,NULL
8818,PG,64,65,68,1,5
8831,R,42,40,36,NULL,NULL
8834,R,57,59,64,NULL,NULL
8835,PG-13,36,34,30,NULL,NULL
8836,PG-13,32,32,32,NULL,NULL
8838,R,21,27,40,NULL,NULL
8839,PG,51,50,49,NULL,NULL
8840,PG-13,50,53,60,NULL,NULL
8842,PG-13,12,17,29,NULL,NULL
8843,R,45,49,57,NULL,NULL
8844,PG,52,55,63,NULL,NULL
8845,R,34,35,38,NULL,NULL
8848,R,80,78,74,NULL,NULL
8849,R,48,49,51,NULL,NULL
8850,R,94,83,62,NULL,NULL
8852,R,61,61,61,NULL,NULL
8854,PG-13,12,14,19,NULL,NULL
8856,PG,44,46,51,NULL,NULL
8859,PG-13,17,27,47,NULL,NULL
8860,R,17,20,27,NULL,NULL
8869,PG-13,47,42,33,NULL,NULL
8870,PG-13,14,18,28,NULL,NULL
8871,PG,49,51,56,1,3
8872,PG-13,60,61,63,NULL,NULL
8873,PG-13,60,61,63,NULL,NULL
8874,PG-13,74,73,73,NULL,NULL
8879,R,93,89,83,NULL,NULL
8880,,79,74,66,NULL,NULL
8909,R,71,70,69,NULL,NULL
8913,R,56,48,33,NULL,NULL
8915,PG,20,23,31,NULL,NULL
8916,PG,92,78,52,NULL,NULL
8920,PG,15,22,38,NULL,NULL
8942,R,86,79,67,NULL,NULL
8944,R,50,40,22,NULL,NULL
8952,R,71,67,61,NULL,NULL
8960,PG-13,41,47,59,NULL,NULL
8961,R,23,41,78,NULL,NULL
8963,R,89,87,83,NULL,NULL
8966,PG-13,49,56,72,NULL,NULL
8967,PG-13,85,76,60,NULL,NULL
8968,PG-13,13,15,21,NULL,NULL
8970,PG-13,28,28,31,NULL,NULL
8975,PG-13,17,31,60,NULL,NULL
8976,PG-13,41,53,77,NULL,NULL
8978,R,59,55,48,NULL,NULL
8984,,100,99,100,NULL,NULL
8987,PG-13,57,55,51,NULL,NULL
8988,R,65,51,26,NULL,NULL
8989,PG,45,48,54,1,1
8992,PG-13,86,83,79,NULL,NULL
8998,R,72,61,40,NULL,NULL
8999,R,21,33,58,NULL,NULL
9003,R,66,63,58,NULL,NULL
9007,PG-13,54,61,75,NULL,NULL
9008,R,96,94,90,NULL,NULL
9009,PG-13,47,40,28,NULL,NULL
9012,R,49,57,75,NULL,NULL
9013,R,95,92,87,NULL,NULL
9016,PG,69,70,72,NULL,NULL
9021,G,56,51,43,NULL,NULL
9023,G,69,71,77,NULL,NULL
9024,PG,37,39,45,NULL,NULL
9029,PG-13,25,28,35,NULL,NULL
9030,,60,55,46,NULL,NULL
9032,PG-13,39,50,74,NULL,NULL
9034,R,48,46,42,NULL,NULL
9035,R,87,79,63,NULL,NULL
9036,PG,73,75,79,NULL,NULL
9037,PG,35,41,53,NULL,NULL
9038,R,29,31,37,NULL,NULL
9039,,85,83,80,NULL,NULL
9042,PG-13,97,91,81,NULL,NULL
9043,PG-13,52,55,63,NULL,NULL
9044,PG-13,31,44,71,NULL,NULL
9051,R,94,87,75,NULL,NULL
9053,PG-13,33,34,36,NULL,NULL
9054,PG,4,14,37,NULL,NULL
9057,PG-13,19,20,22,NULL,NULL
9059,R,37,46,64,NULL,NULL
9064,R,50,52,58,NULL,NULL
9067,R,41,48,62,NULL,NULL
9070,PG,32,40,57,NULL,NULL
9071,R,86,86,87,NULL,NULL
9072,PG-13,12,26,55,NULL,NULL
9073,PG,50,47,42,NULL,NULL
9074,PG-13,23,30,46,NULL,NULL
9079,R,25,38,65,NULL,NULL
9080,PG,32,40,56,NULL,NULL
9085,R,26,44,80,NULL,NULL
9086,PG-13,28,40,66,NULL,NULL
9087,PG-13,91,86,77,NULL,NULL
9091,R,50,46,39,NULL,NULL
9093,PG-13,42,49,65,NULL,NULL
9095,R,26,30,40,NULL,NULL
9096,PG-13,17,26,46,NULL,NULL
9099,PG,30,35,47,NULL,NULL
9100,PG-13,48,40,25,NULL,NULL
9102,,40,35,26,NULL,NULL
9208,R,54,50,44,NULL,NULL
9255,PG-13,59,60,63,NULL,NULL
9257,PG-13,48,49,52,NULL,NULL
9263,PG-13,33,49,82,NULL,NULL
9264,R,14,21,37,NULL,NULL
9266,PG-13,33,35,40,NULL,NULL
9268,R,42,41,39,NULL,NULL
9270,R,80,82,86,NULL,NULL
9271,R,32,32,32,NULL,NULL
9272,,82,81,81,NULL,NULL
9273,PG-13,21,38,72,NULL,NULL
9275,R,42,50,66,NULL,NULL
9276,R,55,55,56,NULL,NULL
9278,R,26,25,25,NULL,NULL
9279,PG,19,25,39,NULL,NULL
9280,R,49,49,49,NULL,NULL
9281,R,93,88,80,2,8
9285,R,57,59,65,NULL,NULL
9286,R,43,47,57,NULL,NULL
9290,PG,11,15,25,NULL,NULL
9291,PG-13,31,41,62,NULL,NULL
9292,R,31,39,56,NULL,NULL
9293,PG-13,27,41,69,NULL,NULL
9294,PG,49,52,59,NULL,NULL
9296,PG-13,51,46,36,NULL,NULL
9297,PG,75,71,64,NULL,NULL
9298,R,56,55,54,NULL,NULL
9300,PG-13,84,83,82,NULL,NULL
9303,R,89,87,83,NULL,NULL
9304,PG-13,45,46,49,NULL,NULL
9306,PG-13,22,21,20,NULL,NULL
9311,R,53,54,57,NULL,NULL
9312,R,80,82,87,NULL,NULL
9313,PG-13,32,39,55,NULL,NULL
9315,PG-13,37,40,48,NULL,NULL
9319,R,46,53,68,NULL,NULL
9320,PG-13,5,8,15,NULL,NULL
9326,PG,86,80,69,NULL,NULL
9327,PG-13,64,57,44,1,1
9331,PG-13,80,78,74,NULL,NULL
9333,,50,47,43,NULL,NULL
9334,PG-13,41,39,37,NULL,NULL
9335,PG-13,52,54,58,NULL,NULL
9339,PG-13,34,44,66,NULL,NULL
9340,PG,76,81,91,NULL,NULL
9341,PG-13,39,37,34,NULL,NULL
9342,PG-13,83,79,73,NULL,NULL
9344,,47,57,77,NULL,NULL
9346,R,92,85,72,NULL,NULL
9348,R,42,38,31,NULL,NULL
9350,R,67,62,52,NULL,NULL
9352,R,47,56,75,NULL,NULL
9353,PG,40,45,55,NULL,NULL
9354,PG,78,70,54,NULL,NULL
9355,PG-13,81,70,49,NULL,NULL
9357,R,81,75,65,NULL,NULL
9358,R,48,51,58,NULL,NULL
9359,PG,68,69,71,NULL,NULL
9360,PG-13,40,34,24,NULL,NULL
9361,R,94,92,88,1,1
9364,,69,61,47,NULL,NULL
9366,R,88,88,89,NULL,NULL
9372,PG-13,74,75,77,NULL,NULL
9373,R,15,27,53,NULL,NULL
9374,PG-13,55,57,61,1,1
9377,PG-13,81,84,92,NULL,NULL
9378,R,18,28,49,NULL,NULL
9381,PG-13,7,13,26,NULL,NULL
9382,R,73,71,69,NULL,NULL
9383,R,20,18,16,NULL,NULL
9384,PG-13,63,58,49,NULL,NULL
9386,R,96,90,79,NULL,NULL
9387,R,25,26,30,NULL,NULL
9388,R,86,86,87,NULL,NULL
9390,R,84,82,79,1,5
9392,R,51,45,34,NULL,NULL
9395,R,50,49,48,NULL,NULL
9396,PG,9,18,38,NULL,NULL
9398,PG-13,64,69,80,NULL,NULL
9399,,100,88,66,NULL,NULL
9400,R,71,77,89,NULL,NULL
9403,R,73,71,68,NULL,NULL
9405,R,11,15,25,NULL,NULL
9406,R,7,14,30,NULL,NULL
9407,R,30,36,48,NULL,NULL
9408,PG,79,76,70,NULL,NULL
9409,PG-13,16,20,28,NULL,NULL
9410,PG-13,68,61,50,NULL,NULL
9411,PG-13,7,26,65,NULL,NULL
9413,PG-13,47,43,37,NULL,NULL
9414,PG,37,47,69,NULL,NULL
9415,R,32,35,42,NULL,NULL
9422,PG-13,63,60,55,NULL,NULL
9423,R,12,15,22,NULL,NULL
9424,R,33,35,39,NULL,NULL
9425,,15,24,44,NULL,NULL
9426,R,29,27,24,NULL,NULL
9427,R,96,90,79,1,4
9428,R,81,83,89,NULL,NULL
9429,PG-13,11,30,69,NULL,NULL
9430,,80,73,60,NULL,NULL
9431,R,15,20,31,NULL,NULL
9434,R,82,83,87,NULL,NULL
9437,R,32,42,62,NULL,NULL
9438,PG,10,14,24,NULL,NULL
9440,R,81,75,64,NULL,NULL
9441,PG-13,44,54,75,NULL,NULL
9442,PG,77,75,72,NULL,NULL
9443,PG,83,82,80,4,7
9444,G,84,81,77,NULL,NULL
9445,R,53,53,56,NULL,NULL
9446,PG,19,23,33,NULL,NULL
9447,G,65,56,41,NULL,NULL
9448,,64,57,44,NULL,NULL
9451,,87,84,79,NULL,NULL
9452,R,76,73,68,NULL,NULL
9453,,22,27,38,NULL,NULL
9454,,80,65,36,NULL,NULL
9455,R,48,46,43,NULL,NULL
9458,R,19,25,37,NULL,NULL
9464,R,76,80,88,NULL,NULL
9465,PG-13,86,79,66,NULL,NULL
9469,R,80,81,83,NULL,NULL
9471,PG-13,41,40,40,NULL,NULL
9472,PG-13,71,72,76,NULL,NULL
9473,R,80,82,88,NULL,NULL
9475,R,85,87,92,1,4
9476,PG-13,59,65,79,NULL,NULL
9477,PG-13,31,43,69,NULL,NULL
9479,PG,95,93,91,NULL,NULL
9480,PG-13,43,40,35,NULL,NULL
9481,R,28,39,63,NULL,NULL
9482,R,22,24,30,NULL,NULL
9486,PG,37,41,50,NULL,NULL
9487,G,92,85,72,NULL,NULL
9488,PG,75,63,39,NULL,NULL
9489,PG,70,71,73,NULL,NULL
9490,R,28,45,81,NULL,NULL
9493,PG,42,41,39,NULL,NULL
9495,,100,94,84,NULL,NULL
9502,PG,86,83,79,NULL,NULL
9504,R,95,92,88,NULL,NULL
9506,PG-13,42,47,59,NULL,NULL
9507,PG-13,48,42,32,NULL,NULL
9509,R,38,55,89,NULL,NULL
9513,PG,12,22,43,NULL,NULL
9515,,73,70,65,NULL,NULL
9516,R,84,87,93,NULL,NULL
9522,R,75,73,70,NULL,NULL
9529,R,84,80,72,NULL,NULL
9530,PG,24,31,45,NULL,NULL
9531,PG,29,27,23,NULL,NULL
9532,R,62,58,52,NULL,NULL
9533,R,69,70,74,NULL,NULL
9535,R,69,66,62,NULL,NULL
9536,PG-13,4,19,51,NULL,NULL
9538,R,70,68,64,NULL,NULL
9540,R,85,84,82,NULL,NULL
9541,PG-13,43,44,48,NULL,NULL
9542,R,19,30,52,NULL,NULL
9543,PG-13,37,44,58,NULL,NULL
9544,R,3,8,18,NULL,NULL
9548,R,25,39,67,NULL,NULL
9549,PG,96,94,90,4,8
9556,R,84,75,59,NULL,NULL
9557,R,7,16,36,NULL,NULL
9559,PG-13,79,80,84,NULL,NULL
9560,PG-13,46,55,75,NULL,NULL
9562,PG-13,13,23,45,NULL,NULL
9563,R,52,59,73,NULL,NULL
9566,R,37,36,35,NULL,NULL
9567,R,34,45,69,NULL,NULL
9569,R,33,37,47,NULL,NULL
9570,PG,43,43,45,NULL,NULL
9571,R,92,91,90,NULL,NULL
9573,R,52,48,40,NULL,NULL
9574,PG,23,26,33,NULL,NULL
9576,PG,90,87,81,1,10
9582,PG-13,25,28,35,NULL,NULL
9583,PG-13,44,51,65,NULL,NULL
9584,PG,50,57,72,NULL,NULL
9586,R,15,18,26,NULL,NULL
9587,PG,95,94,92,1,6
9591,PG,94,88,78,NULL,NULL
9593,PG-13,40,42,47,NULL,NULL
9594,R,33,36,42,NULL,NULL
9595,PG-13,59,60,63,NULL,NULL
9598,G,97,86,67,1,7
9599,R,63,61,57,NULL,NULL
9600,PG-13,5,22,58,NULL,NULL
9602,R,73,77,85,NULL,NULL
9603,PG-13,81,79,76,NULL,NULL
9604,R,68,57,37,NULL,NULL
9605,R,53,49,44,NULL,NULL
9607,PG,59,71,95,NULL,NULL
9610,PG,26,30,38,NULL,NULL
9611,R,75,71,65,NULL,NULL
9612,PG,35,35,37,NULL,NULL
9614,PG-13,61,69,85,NULL,NULL
9615,PG-13,38,48,69,NULL,NULL
9616,,100,90,71,NULL,NULL
9618,PG-13,68,74,86,NULL,NULL
9619,PG-13,28,31,38,NULL,NULL
9620,PG-13,27,33,45,NULL,NULL
9621,PG-13,28,40,66,NULL,NULL
9623,R,22,25,31,NULL,NULL
9624,R,12,19,34,NULL,NULL
9625,R,11,20,38,NULL,NULL
9626,PG-13,21,23,28,NULL,NULL
9631,R,74,75,79,NULL,NULL
9637,PG,48,49,53,NULL,NULL
9638,R,74,71,67,NULL,NULL
9641,PG,6,23,57,NULL,NULL
9645,R,15,22,37,NULL,NULL
9647,PG-13,69,69,71,NULL,NULL
9651,PG,8,14,26,NULL,NULL
9654,PG-13,72,74,80,NULL,NULL
9655,PG-13,43,55,79,NULL,NULL
9656,PG-13,40,37,31,NULL,NULL
9659,R,97,93,86,6,10
9663,PG,86,80,70,NULL,NULL
9664,PG-13,33,44,67,NULL,NULL
9665,,94,91,86,NULL,NULL
9667,R,44,53,73,NULL,NULL
9671,PG,11,15,25,NULL,NULL
9672,,21,26,37,NULL,NULL
9675,R,97,90,79,1,5
9676,R,32,30,27,NULL,NULL
9678,PG-13,21,32,55,NULL,NULL
9679,PG-13,25,42,77,NULL,NULL
9685,R,75,76,80,NULL,NULL
9686,PG,76,69,56,NULL,NULL
9687,R,57,62,73,NULL,NULL
9691,,98,92,82,NULL,NULL
9693,R,92,89,85,NULL,NULL
9697,PG-13,25,33,49,NULL,NULL
9700,PG-13,79,80,83,NULL,NULL
9701,R,69,71,76,NULL,NULL
9703,PG-13,15,21,34,NULL,NULL
9705,R,26,37,59,NULL,NULL
9708,,100,94,83,NULL,NULL
9713,PG,12,16,24,NULL,NULL
9714,PG,32,30,27,NULL,NULL
9715,PG-13,27,42,72,NULL,NULL
9718,PG-13,71,71,73,NULL,NULL
9722,PG-13,24,25,28,NULL,NULL
9725,R,29,35,48,NULL,NULL
9726,PG-13,26,39,65,NULL,NULL
9727,,100,92,77,NULL,NULL
9728,R,7,18,42,NULL,NULL
9730,R,24,33,51,NULL,NULL
9731,R,18,20,26,NULL,NULL
9737,R,76,82,96,NULL,NULL
9738,PG-13,9,12,18,NULL,NULL
9739,R,62,63,66,NULL,NULL
9740,R,39,46,62,NULL,NULL
9741,PG-13,70,72,77,NULL,NULL
9746,PG-13,74,75,78,NULL,NULL
9749,PG,77,78,81,NULL,NULL
9754,PG-13,18,24,37,NULL,NULL
9757,PG-13,9,23,53,NULL,NULL
9759,PG-13,56,56,59,NULL,NULL
9760,PG-13,2,11,29,NULL,NULL
9762,PG-13,42,47,57,NULL,NULL
9763,PG,42,53,77,NULL,NULL
9766,PG-13,42,55,81,NULL,NULL
9767,PG-13,34,38,46,NULL,NULL
9768,PG-13,72,73,77,NULL,NULL
9769,R,69,71,75,NULL,NULL
9770,PG-13,36,38,42,NULL,NULL
9771,PG-13,21,22,25,NULL,NULL
9772,R,79,74,66,NULL,NULL
9776,PG-13,30,35,46,NULL,NULL
9777,PG-13,62,60,59,NULL,NULL
9779,PG-13,66,66,66,NULL,NULL
9781,R,49,60,82,NULL,NULL
9785,,40,45,57,NULL,NULL
9787,PG-13,55,63,81,NULL,NULL
9788,,95,91,85,NULL,NULL
9791,R,83,75,59,NULL,NULL
9792,R,12,21,40,NULL,NULL
9793,R,12,21,40,NULL,NULL
9798,R,70,72,78,NULL,NULL
9799,PG-13,38,48,69,NULL,NULL
9800,PG-13,81,83,89,2,5
9801,R,27,38,60,NULL,NULL
9802,R,67,73,85,NULL,NULL
9804,PG-13,45,44,43,NULL,NULL
9806,PG,97,89,75,2,4
9809,R,13,24,48,NULL,NULL
9813,,100,97,94,NULL,NULL
9815,PG-13,39,46,62,NULL,NULL
9816,PG-13,53,54,59,NULL,NULL
9819,PG-13,84,77,63,NULL,NULL
9820,PG,86,80,70,NULL,NULL
9823,PG-13,4,10,25,NULL,NULL
9824,PG-13,60,59,57,NULL,NULL
9825,TV14,11,11,13,NULL,NULL
9826,PG-13,86,87,89,NULL,NULL
9828,PG-13,55,55,55,NULL,NULL
9829,R,90,87,83,NULL,NULL
9833,PG-13,33,50,84,NULL,NULL
9835,PG-13,14,25,47,NULL,NULL
9836,PG,45,50,60,NULL,NULL
9837,PG,79,82,88,1,2
9838,PG-13,8,15,31,NULL,NULL
9842,PG-13,27,35,52,NULL,NULL
9844,R,81,74,60,NULL,NULL
9849,PG,12,18,30,NULL,NULL
9869,R,76,74,72,NULL,NULL
9870,R,83,80,76,NULL,NULL
9872,PG,72,70,66,NULL,NULL
9873,PG-13,38,37,36,NULL,NULL
9874,R,18,26,43,NULL,NULL
9877,R,9,12,20,NULL,NULL
9879,R,14,17,24,NULL,NULL
9880,G,26,37,59,NULL,NULL
9882,,64,67,74,NULL,NULL
9884,R,19,21,27,NULL,NULL
9885,,50,46,39,NULL,NULL
9886,R,18,22,31,NULL,NULL
9889,PG-13,50,48,45,NULL,NULL
9890,PG-13,26,27,30,NULL,NULL
9893,PG,15,28,54,NULL,NULL
9894,PG-13,55,53,51,NULL,NULL
9895,PG-13,21,29,45,NULL,NULL
9896,PG-13,45,51,64,NULL,NULL
9899,PG-13,51,55,63,NULL,NULL
9900,R,15,38,85,NULL,NULL
9902,R,65,62,58,NULL,NULL
9903,R,86,76,58,NULL,NULL
9906,PG,62,55,42,NULL,NULL
9907,PG,22,32,52,NULL,NULL
9909,R,33,43,64,NULL,NULL
9910,R,22,30,48,NULL,NULL
9913,PG-13,37,44,58,NULL,NULL
9919,PG-13,42,53,77,NULL,NULL
9920,PG-13,9,16,30,NULL,NULL
9922,,89,81,67,NULL,NULL
9923,R,32,27,18,NULL,NULL
9928,R,13,19,32,NULL,NULL
9930,PG,44,40,32,NULL,NULL
9941,R,79,70,53,NULL,NULL
9942,PG-13,21,22,25,NULL,NULL
9944,PG-13,54,56,61,NULL,NULL
9945,PG-13,90,74,44,NULL,NULL
9946,R,11,18,32,NULL,NULL
9947,PG-13,11,17,29,NULL,NULL
9950,R,62,62,63,NULL,NULL
9952,PG-13,90,85,75,NULL,NULL
9954,R,83,88,98,NULL,NULL
9955,PG-13,70,69,68,NULL,NULL
9958,R,57,64,78,NULL,NULL
9959,R,23,23,25,NULL,NULL
